UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-DFO-FL-2007-0008,2007-12-07,2007-10-10,NA,Monsoonal rain,NA,NA,NA,27.5773,95.263,1,103551.73,96,NA,11100000,NA,NA,NA,DFO,3128
UEI-DFO-FL-2007-0009,2007-07-16,2007-07-20,4,Monsoonal rain,NA,NA,NA,10.3906,76.3115,1,24124.3,44,NA,35000,NA,NA,NA,DFO,3131
UEI-DFO-FL-2007-0010,2007-03-08,2007-08-27,172,Monsoonal rain,NA,NA,NA,20.4525,86.1978,1,15363.99,15,NA,20000,NA,NA,NA,DFO,3150
UEI-DFO-FL-2007-0011,2007-08-08,2007-08-15,7,Monsoonal rain,NA,NA,NA,22.6824,70.925,1,133805.7,12,NA,0,NA,NA,NA,DFO,3160
UEI-DFO-FL-2007-0012,2007-12-08,2007-08-17,NA,Monsoonal rain,NA,NA,NA,31.2388,76.5268,1,191449.95,76,NA,15000,NA,NA,NA,DFO,3164
UEI-DFO-FL-2007-0013,2007-09-16,2007-07-10,NA,Monsoonal rain,NA,NA,NA,15.7067,79.878,1,90279.71,94,NA,20000,NA,NA,NA,DFO,3191
UEI-DFO-FL-2007-0014,2007-09-22,2007-08-10,NA,Heavy rain,NA,NA,NA,20.9096,86.4033,1,72007.74,80,NA,400000,NA,NA,NA,DFO,3195
UEI-DFO-FL-2007-0015,2007-10-17,2007-10-24,7,Heavy rain,NA,NA,NA,24.7214,93.9705,1.5,10886.11,2,NA,30000,NA,NA,NA,DFO,3208
UEI-DFO-FL-2007-0016,2007-10-27,2007-01-11,NA,Heavy rain,NA,NA,NA,12.725,79.7002,1,76740.36,29,NA,50000,NA,NA,NA,DFO,3217
UEI-DFO-FL-2008-0001,2008-03-20,2008-03-27,7,Heavy rain,NA,NA,NA,10.762,78.7172,1,144329.28,37,NA,10000,NA,NA,NA,DFO,3286
UEI-DFO-FL-2008-0002,2008-05-24,2008-05-28,4,Heavy rain,NA,NA,NA,26.4,93.755,1,62279.3,0,NA,0,NA,NA,NA,DFO,3312
UEI-DFO-FL-2008-0003,2008-11-06,2008-03-07,NA,Heavy Rain,NA,NA,NA,22.1496,110.224,1.5,79368.52,65,NA,500000,NA,NA,NA,DFO,3319
UEI-DFO-FL-2008-0004,2008-05-07,2008-07-14,68,Monsoonal rain,NA,NA,NA,25.2411,90.1201,1.5,426531.54,350,NA,70000,NA,NA,NA,DFO,3327
UEI-DFO-FL-2008-0005,2008-07-20,2008-08-08,19,Monsoonal rain,NA,NA,NA,27.4995,89.7871,2,283806.15,142,NA,225000,NA,NA,NA,DFO,3338
UEI-DFO-FL-2008-0006,2008-05-08,2008-11-08,184,Monsoonal rain,NA,NA,NA,16.6523,81.3801,1.5,75487.93,74,NA,0,NA,NA,NA,DFO,3356
UEI-DFO-FL-2008-0007,2008-08-30,2008-08-09,NA,Monsoonal rain,NA,NA,NA,27.0442,94.5503,1.5,80590.45,900,NA,1000000,NA,NA,NA,DFO,3372
UEI-DFO-FL-2008-0008,2008-09-22,2008-09-29,7,"Dam/Levy, break or release",NA,NA,NA,20.9522,84.4064,2,464318,2400,NA,0,NA,NA,NA,DFO,3382
UEI-DFO-FL-2009-0001,2009-01-07,2009-06-07,151,Heavy Rain,NA,NA,NA,20.2249,84.7692,1,99876.58,0,NA,500000,NA,NA,NA,DFO,3497
UEI-DFO-FL-2009-0002,2009-11-07,2009-07-17,NA,Heavy Rain,NA,NA,NA,15.3059,74.7271,1,63616.23,0,NA,0,NA,NA,NA,DFO,3504
UEI-DFO-FL-2009-0003,2009-03-07,2009-06-07,92,Torrential rain,NA,NA,NA,27.481,93.8215,1,128962.3,6,NA,0,NA,NA,NA,DFO,3496
UEI-DFO-FL-2009-0004,2009-01-08,2009-04-08,90,"Dam/Levy, break or release",NA,NA,NA,26.5,85.5,1.5,21198.81,0,NA,3000,NA,NA,NA,DFO,3519
UEI-DFO-FL-2009-0005,2009-08-15,2009-08-27,12,"Dam/Levy, break or release",NA,NA,NA,27.629,80.7483,1,84897.57,14,NA,1000000,NA,NA,NA,DFO,3529
UEI-DFO-FL-2009-0006,2009-08-18,2009-08-27,9,Monsoonal rain,NA,NA,NA,26.8177,94.143,1,72244.8,0,NA,300000,NA,NA,NA,DFO,3530
UEI-DFO-FL-2009-0007,2009-06-09,2009-10-09,122,"Dam/Levy, break or release",NA,NA,NA,22.5263,88.0605,2,25504.05,0,NA,37000,NA,NA,NA,DFO,3539
UEI-DFO-FL-2009-0008,2009-09-25,2009-12-10,76,Heavy Rain,NA,NA,NA,15.7081,78.233,2,309688.88,303,NA,0,NA,NA,NA,DFO,3551
UEI-DFO-FL-2009-0009,2009-03-11,2009-08-11,153,Torrential rain,NA,NA,NA,11.4729,77.8452,1.5,35725.31,70,NA,0,NA,NA,NA,DFO,3566
UEI-DFO-FL-2010-0001,2010-03-24,2010-03-26,2,Monsoonal rain,NA,NA,NA,27.2504,94.6126,1,16885.63,0,NA,0,NA,NA,NA,DFO,3626
UEI-DFO-FL-2010-0002,2010-04-18,2010-04-21,3,Heavy Rain,NA,NA,NA,26.3166,91.8623,2,13472.46,0,NA,300,NA,NA,NA,DFO,3636
UEI-DFO-FL-2010-0003,2010-05-15,2010-06-26,42,Monsoonal rain,NA,NA,NA,26.6381,93.1226,1.5,23813.35,0,NA,10000,NA,NA,NA,DFO,3650
UEI-DFO-FL-2010-0004,2010-05-18,2010-05-24,6,Heavy rain,NA,NA,NA,15.2182,79.4844,1,63171.41,27,NA,50000,NA,NA,NA,DFO,3652
UEI-DFO-FL-2010-0005,2010-05-07,2010-07-15,69,Monsoonal rain,NA,NA,NA,30.1895,74.7785,1,147437.23,98,NA,523000,NA,NA,NA,DFO,3674
UEI-DFO-FL-2010-0006,2010-12-07,2010-07-14,NA,Monsoonal rain,NA,NA,NA,25.5869,86.1983,1,192748.71,0,NA,5000,NA,NA,NA,DFO,3682
UEI-DFO-FL-2010-0007,2010-06-08,2010-08-08,61,Torrential rain,NA,NA,NA,33.5267,76.1256,1.5,145020.41,150,NA,180,NA,NA,NA,DFO,3700
UEI-DFO-FL-2010-0008,2010-05-09,2010-09-28,142,Torrential rain,NA,NA,NA,25.965,76.05,1,10843.63,0,NA,12500,NA,NA,NA,DFO,3710
UEI-DFO-FL-2010-0009,2010-01-09,2010-09-17,251,Monsoonal rain,NA,NA,NA,16.29,80.055,1.5,15951.54,0,NA,78000,NA,NA,NA,DFO,3712
UEI-DFO-FL-2010-0010,2010-05-09,2010-09-17,131,Torrential rain,NA,NA,NA,26.235,92.25,1.5,12555.81,1,NA,30000,NA,NA,NA,DFO,3713
UEI-DFO-FL-2010-0011,2010-09-18,2010-09-30,12,Monsoonal rain,NA,NA,NA,26.73,82.845,1.5,38537.96,88,NA,15000,NA,NA,NA,DFO,3717
UEI-DFO-FL-2010-0012,2010-09-18,2010-09-20,2,Monsoonal rain,NA,NA,NA,25.695,87.75,1,11289.64,0,NA,0,NA,NA,NA,DFO,3718
UEI-DFO-FL-2010-0013,2010-11-15,2010-07-12,NA,Monsoonal rain,NA,NA,NA,9.88679,78.4773,1.5,57474.5,170,NA,0,NA,NA,NA,DFO,3757
UEI-DFO-FL-2011-0001,2011-01-06,2011-06-13,158,Monsoonal rain,NA,NA,NA,10.8365,76.7588,1,20807.38,4,NA,500,NA,NA,NA,DFO,3816
UEI-DFO-FL-2011-0002,2011-06-18,2011-06-21,3,Torrential rain,NA,NA,NA,20.7933,85.8723,1,41239.79,5,NA,0,NA,NA,NA,DFO,3825
UEI-DFO-FL-2011-0003,2011-01-07,2011-07-22,196,Monsoonal rain,NA,NA,NA,26.0844,86.1969,1,42377.33,0,NA,3000,NA,NA,NA,DFO,3834
UEI-DFO-FL-2011-0004,2011-01-07,2011-07-22,196,Monsoonal rain,NA,NA,NA,27.3624,94.0349,1,27203.38,0,NA,0,NA,NA,NA,DFO,3835
UEI-DFO-FL-2011-0005,2011-07-23,2011-09-08,47,"Dam/Levy, break or release",NA,NA,NA,28.5244,80.9261,1.5,85509.51,19,NA,200000,NA,NA,NA,DFO,3845
UEI-DFO-FL-2011-0006,2011-10-08,2011-09-13,NA,Monsoonal rain,NA,NA,NA,22.3056,88.3453,2,28684.15,47,NA,700000,NA,NA,NA,DFO,3852
UEI-DFO-FL-2011-0007,2011-08-15,2011-02-10,NA,Monsoonal rain,NA,NA,NA,26.3755,86.2422,2,40941.51,158,NA,70000,NA,NA,NA,DFO,3854
UEI-DFO-FL-2011-0008,2011-08-15,2011-08-09,NA,Monsoonal rain,NA,NA,NA,26.5897,92.1815,1.5,50117.38,7,NA,11000,NA,NA,NA,DFO,3856
UEI-DFO-FL-2011-0009,2011-08-25,2011-09-13,19,Monsoonal rain,NA,NA,NA,22.3021,73.9531,1.5,33056.09,0,NA,5000,NA,NA,NA,DFO,3864
UEI-DFO-FL-2011-0010,2011-05-09,2011-02-10,NA,Monsoonal rain,NA,NA,NA,20.6511,86.0022,1.5,27751.69,40,NA,15000,NA,NA,NA,DFO,3866
UEI-DFO-FL-2012-0001,2012-06-06,2012-07-16,40,Monsoonal rain,NA,NA,NA,26.5659,92.4354,1.5,29190.16,109,NA,400000,NA,NA,NA,DFO,3934
UEI-DFO-FL-2012-0002,2012-04-07,2012-07-23,107,Monsoonal rain,NA,NA,NA,26.1094,86.557,1,2638.64,9,NA,1500,NA,NA,NA,DFO,3945
UEI-DFO-FL-2012-0003,2012-04-08,2012-06-08,61,Torrential rain,NA,NA,NA,30.1135,78.8529,1.5,31390.53,30,NA,1200,NA,NA,NA,DFO,3959
UEI-DFO-FL-2012-0004,2012-03-08,2012-06-08,92,Monsoonal rain,NA,NA,NA,19.4398,82.3216,1,35689.54,0,NA,2000,NA,NA,NA,DFO,3960
UEI-DFO-FL-2012-0005,2012-08-16,2012-08-20,4,Monsoonal rain,NA,NA,NA,20.9855,82.7962,1,29689.98,1,NA,210,NA,NA,NA,DFO,3966
UEI-DFO-FL-2012-0006,2012-09-16,2012-09-18,2,Torrential rain,NA,NA,NA,31.3063,76.8569,2,37710.76,45,NA,200,NA,NA,NA,DFO,3983
UEI-DFO-FL-2012-0007,2012-09-19,2012-10-15,26,Monsoonal rain,NA,NA,NA,26.8031,93.6379,2,42597.57,21,NA,2000000,NA,NA,NA,DFO,3987
UEI-DFO-FL-2012-0008,2012-04-11,2012-08-11,122,Tropical cyclone,NA,NA,NA,11.8283,78.8042,2,126082.83,40,NA,70000,NA,NA,NA,DFO,4001
UEI-DFO-FL-2013-0001,2013-06-17,2013-06-27,10,Monsoonal rain,NA,NA,NA,32.7135,76.6135,1.5,131743.41,5748,NA,75000,NA,NA,NA,DFO,4065
UEI-DFO-FL-2013-0002,2013-11-06,2013-06-18,NA,Monsoonal rain,NA,NA,NA,21.9781,82.5285,1,152700.5,0,NA,8000,NA,NA,NA,DFO,4067
UEI-DFO-FL-2013-0003,2013-06-23,2013-07-15,22,Monsoonal rain,NA,NA,NA,27.387,94.9182,2,38019.26,80,NA,2000000,NA,NA,NA,DFO,4069
UEI-DFO-FL-2013-0004,2013-12-10,2013-10-14,NA,Tropical cyclone,NA,NA,NA,21.2719,84.2495,2,246385.23,27,NA,250000,NA,NA,NA,DFO,4091
UEI-DFO-FL-2013-0005,2013-12-10,2013-10-11,NA,Heavy Rain,NA,NA,NA,24.7174,85.9321,1.5,102661.14,7,NA,0,NA,NA,NA,DFO,4098
UEI-DFO-FL-2014-0001,2014-06-23,2014-06-25,2,Monsoonal rain,NA,NA,NA,27.8115,94.716,1,49220.53,0,NA,10000,NA,NA,NA,DFO,4154
UEI-DFO-FL-2014-0002,2014-07-20,2014-07-29,9,Monsoonal rain,NA,NA,NA,20.7752,84.1258,1,189576.05,6,NA,15000,NA,NA,NA,DFO,4165
UEI-DFO-FL-2014-0003,2014-11-08,2014-08-09,NA,Monsoonal rain,NA,NA,NA,27.3852,79.7586,1.5,107474.39,31,NA,4000,NA,NA,NA,DFO,4171
UEI-DFO-FL-2014-0004,2014-08-14,2014-08-09,NA,Monsoonal rain,NA,NA,NA,26.1795,86.2537,1.5,62650.8,0,NA,10000,NA,NA,NA,DFO,4174
UEI-DFO-FL-2014-0005,2014-08-15,2014-08-09,NA,Monsoonal rain,NA,NA,NA,27.6132,94.6542,1,44290.91,1,NA,75000,NA,NA,NA,DFO,4176
UEI-DFO-FL-2014-0006,2014-09-24,2014-11-10,47,Monsoonal rain,NA,NA,NA,26.7465,92.4891,1.5,61894.97,59,NA,30000,NA,NA,NA,DFO,4188
UEI-DFO-FL-2014-0007,2014-12-10,2014-10-27,NA,Tropical cyclone,NA,NA,NA,18.4473,79.6967,1.5,376261.49,42,NA,0,NA,NA,NA,DFO,4198
UEI-DFO-FL-2014-0008,2014-10-22,2014-10-27,5,Monsoonal rain,NA,NA,NA,10.2916,78.2616,1,115476.31,5,NA,300,NA,NA,NA,DFO,4200
UEI-DFO-FL-2015-0001,2015-03-20,2015-03-31,11,Heavy Rain,NA,NA,NA,33.1767,76.4058,1.5,70287.98,44,NA,2907,NA,NA,NA,DFO,4239
UEI-DFO-FL-2015-0002,2015-05-17,2015-05-21,4,Torrential rain,NA,NA,NA,10.7121,79.1771,1,14179.41,8,NA,200,NA,NA,NA,DFO,4251
UEI-DFO-FL-2015-0003,2015-02-06,2015-06-29,143,Monsoonal rain,NA,NA,NA,26.9195,93.8747,1.5,60437.23,3,NA,9000,NA,NA,NA,DFO,4259
UEI-DFO-FL-2015-0004,2015-06-24,2015-06-29,5,Monsoonal rain,NA,NA,NA,21.8734,70.7643,1.5,43781.56,81,NA,9000,NA,NA,NA,DFO,4265
UEI-DFO-FL-2015-0005,2015-07-15,2015-08-19,35,Monsoonal rain,NA,NA,NA,26.2074,82.6165,2,629961.61,206,NA,300000,NA,NA,NA,DFO,4282
UEI-DFO-FL-2015-0006,2015-08-13,2015-11-09,88,Monsoonal rain,NA,NA,NA,26.8946,93.751,1,69190.14,5,NA,18000,NA,NA,NA,DFO,4288
UEI-DFO-FL-2015-0007,2015-10-11,2015-04-12,NA,Tropical cyclone,NA,NA,NA,11.8278,78.8554,2,93202.05,180,NA,400000,NA,NA,NA,DFO,4309
UEI-DFO-FL-2016-0001,2016-04-20,2016-01-05,NA,Heavy Rain,NA,NA,NA,27.464,95.6068,1.5,70517.68,18,NA,3000,NA,NA,NA,DFO,4355
UEI-DFO-FL-2016-0002,2016-06-29,2016-08-26,58,Monsoonal rain,NA,NA,NA,27.068,93.949,1.5,135742.3,30,NA,1800,NA,NA,NA,DFO,4371
UEI-DFO-FL-2016-0003,2016-07-07,2016-03-08,NA,Monsoonal rain,NA,NA,NA,22.8107,80.8349,1.5,167030.23,20,NA,15000,NA,NA,NA,DFO,4378
UEI-DFO-FL-2016-0004,2016-01-08,2016-03-08,60,Monsoonal rain,NA,NA,NA,21.7477,73.4119,1.5,377732.88,20,NA,0,NA,NA,NA,DFO,4383
UEI-DFO-FL-2016-0005,2016-07-15,2016-09-22,69,Monsoonal rain,NA,NA,NA,25.6099,85.1898,1.5,90613.74,127,NA,377097,NA,NA,NA,DFO,4384
UEI-DFO-FL-2016-0006,2016-09-21,2016-10-16,25,Monsoonal rain,NA,NA,NA,17.6536,80.3401,1.5,137435.4,17,NA,3000,NA,NA,NA,DFO,4405
UEI-DFO-FL-2017-0001,2017-02-06,2017-03-07,29,Monsoonal rain,NA,NA,NA,27.6131,94.9387,1,65387.73,6,NA,113,NA,NA,NA,DFO,4483
UEI-DFO-FL-2017-0002,2017-07-15,2017-07-20,5,Monsoonal rain,NA,NA,NA,21.898,70.9375,1,31956.12,94,NA,3000,NA,NA,NA,DFO,4498
UEI-DFO-FL-2017-0003,2017-07-27,2017-10-08,73,Monsoonal rain,NA,NA,NA,22.9061,88.0848,1,43809.39,39,NA,47000,NA,NA,NA,DFO,4499
UEI-DFO-FL-2017-0004,2017-10-08,2017-08-26,NA,Monsoonal rain,NA,NA,NA,28.1657,79.076,2,421575.24,253,NA,422106,NA,NA,NA,DFO,4507
UEI-DFO-FL-2017-0005,2017-10-30,2017-08-11,NA,Heavy Rain,NA,NA,NA,10.489,79.0039,1.5,50536.26,4,NA,4000,NA,NA,NA,DFO,4532
UEI-DFO-FL-2018-0001,2018-05-29,2018-05-30,1,Torrential rain,NA,NA,NA,14.3584,75.4408,1.5,116730.41,3,NA,300,NA,NA,NA,DFO,4622
UEI-DFO-FL-2018-0002,2018-12-06,2018-06-20,NA,Monsoonal rain,NA,NA,NA,26.8948,93.3551,1.5,209440.59,20,NA,800000,NA,NA,NA,DFO,4634
UEI-DFO-FL-2018-0003,2018-06-25,2018-11-07,135,Monsoonal rain,NA,NA,NA,33.3752,75.1439,1,25994.04,3,NA,0,NA,NA,NA,DFO,4640
UEI-DFO-FL-2018-0004,2018-06-22,2018-02-07,NA,Monsoonal rain,NA,NA,NA,20.9795,73.783,1,57211.12,20,NA,0,NA,NA,NA,DFO,4641
UEI-DFO-FL-2018-0005,2018-06-07,2018-11-07,153,Monsoonal rain,NA,NA,NA,19.5656,74.5501,1.5,116871.19,1,NA,300,NA,NA,NA,DFO,4644
UEI-DFO-FL-2018-0006,2018-09-07,2018-07-19,NA,Monsoonal rain,NA,NA,NA,12.5238,75.6883,1.5,153840.07,12,NA,34000,NA,NA,NA,DFO,4656
UEI-DFO-FL-2018-0007,2018-07-08,2018-10-08,92,Monsoonal rain,NA,NA,NA,9.39943,76.7275,1.5,24440.47,20,NA,1000,NA,NA,NA,DFO,4663
UEI-DFO-FL-2018-0008,2018-02-08,2018-10-08,242,Monsoonal rain,NA,NA,NA,27.2914,94.1222,1.5,73328.62,0,NA,25000,NA,NA,NA,DFO,4665
UEI-DFO-FL-2018-0009,2018-01-09,2018-07-09,181,Monsoonal rain,NA,NA,NA,25.7354,82.4309,1.5,70859.96,20,NA,1000,NA,NA,NA,DFO,4673
UEI-DFO-FL-2018-0010,2018-08-15,2018-07-09,NA,Monsoonal rain,NA,NA,NA,26.0513,94.7655,1.5,28864.54,11,NA,2000,NA,NA,NA,DFO,4675
UEI-DFO-FL-2018-0011,2018-09-23,2018-02-10,NA,Torrential rain,NA,NA,NA,31.3414,76.6285,1,114348.33,28,NA,935,NA,NA,NA,DFO,4684
UEI-DFO-FL-2018-0012,2018-11-10,2018-12-10,30,Tropical cyclone,NA,NA,NA,17.9,83.3588,1.5,87682.57,7,NA,300000,NA,NA,NA,DFO,4686
UEI-DFO-FL-2019-0001,2019-03-05,2019-07-05,122,Tropical cyclone,NA,NA,NA,21.5427,87.4662,1.5,123330.04,43,NA,1400000,NA,NA,NA,DFO,4746
UEI-DFO-FL-2019-0002,2019-05-24,2019-05-27,3,Heavy Rain,NA,NA,NA,23.4991,91.5736,1.5,9467.55,0,NA,750,NA,NA,NA,DFO,4752
UEI-DFO-FL-2019-0003,2019-06-27,2019-07-13,16,Monsoonal rain,NA,NA,NA,27.3531,94.3944,1,67022.92,3,NA,50000,NA,NA,NA,DFO,4772
UEI-DFO-FL-2019-0004,2019-01-07,2019-05-07,120,Torrential rain,NA,NA,NA,20.2969,74.748,1.5,113845.85,36,NA,0,NA,NA,NA,DFO,4775
UEI-DFO-FL-2019-0005,2019-06-08,2019-09-08,92,Monsoonal rain,NA,NA,NA,11.4575,76.0842,1.5,94518.75,0,NA,22000,NA,NA,NA,DFO,4784
UEI-DFO-FL-2019-0006,2019-05-08,2019-09-08,123,Monsoonal rain,NA,NA,NA,19.1145,83.4825,1.5,302736.26,25,NA,112500,NA,NA,NA,DFO,4785
UEI-DFO-FL-2019-0007,2019-09-13,2019-09-22,9,Monsoonal rain,NA,NA,NA,25.3928,74.3521,1.5,180233.95,0,NA,4500,NA,NA,NA,DFO,4798
UEI-DFO-FL-2019-0008,2019-09-15,2019-09-22,7,Monsoonal rain,NA,NA,NA,24.1511,77.3956,1.5,236728.11,0,NA,45000,NA,NA,NA,DFO,4799
UEI-DFO-FL-2019-0009,2019-10-25,2019-06-11,NA,Heavy Rain,NA,NA,NA,27.0678,94.2459,1,106818.77,2,NA,1000,NA,NA,NA,DFO,4822
UEI-DFO-FL-2019-0010,2019-11-30,2019-06-12,NA,Heavy Rain,NA,NA,NA,10.8488,78.8554,1.5,104755.46,30,NA,1000,NA,NA,NA,DFO,4832
UEI-EM-DAT-FL-1926-0001,1926-07-19,1926-07-19,0,Riverine flood,Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1926-0008
UEI-EM-DAT-FL-1928-0001,1928-10-19,1928-10-19,0,NA,"Godavari, Vizagapatnam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1928-0018
UEI-EM-DAT-FL-1950-0001,1950-07-11,1950-07-11,0,Riverine flood,Saurashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1950-0006
UEI-EM-DAT-FL-1950-0002,/06/1950,/06/1950,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1950-0026
UEI-EM-DAT-FL-1953-0001,/06/1953,/06/1953,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1953-0045
UEI-EM-DAT-FL-1956-0001,1956-08-01,1956-08-01,0,NA,"Gujarat, Saurashtra, Kutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0012
UEI-EM-DAT-FL-1956-0002,1956-09-09,1956-09-09,0,NA,"Bihar, Uttar Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0016
UEI-EM-DAT-FL-1956-0003,/10/1956,/10/1956,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1956-0046
UEI-EM-DAT-FL-1957-0001,1957-09-09,1957-09-09,0,NA,"Madya Pradesh, Uttar Pradesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0010
UEI-EM-DAT-FL-1957-0002,/09/1957,/09/1957,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0038
UEI-EM-DAT-FL-1957-0003,/11/1957,/11/1957,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1957-0041
UEI-EM-DAT-FL-1958-0001,1958-11-15,1958-11-15,0,NA,Madras city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1958-0015
UEI-EM-DAT-FL-1959-0001,1959-07-04,1959-07-04,0,NA,Kutch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0007
UEI-EM-DAT-FL-1959-0002,/07/1959,/07/1959,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0038
UEI-EM-DAT-FL-1959-0003,/09/1959,/09/1959,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1959-0046
UEI-EM-DAT-FL-1960-0001,1960-11-10,1960-11-10,0,NA,"Maduri, Madras City",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0032
UEI-EM-DAT-FL-1960-0002,/07/1960,/07/1960,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0051
UEI-EM-DAT-FL-1960-0003,/08/1960,/08/1960,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0054
UEI-EM-DAT-FL-1960-0004,/09/1960,/09/1960,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1960-0056
UEI-EM-DAT-FL-1961-0001,/07/1961,/07/1961,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0007
UEI-EM-DAT-FL-1961-0002,1961-09-06,1961-09-06,0,NA,"Central, West India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0009
UEI-EM-DAT-FL-1961-0003,1961-10-09,1961-10-09,0,NA,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0012
UEI-EM-DAT-FL-1961-0004,/10/1961,/10/1961,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1961-0050
UEI-EM-DAT-FL-1962-0001,/08/1962,/08/1962,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1962-0034
UEI-EM-DAT-FL-1962-0002,/09/1962,/09/1962,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1962-0036
UEI-EM-DAT-FL-1963-0001,/07/1963,/07/1963,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1963-0070
UEI-EM-DAT-FL-1964-0001,/07/1964,/07/1964,NA,NA,"Assam, Bihar, Punjab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0038
UEI-EM-DAT-FL-1964-0002,/10/1964,/10/1964,NA,NA,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0055
UEI-EM-DAT-FL-1964-0003,/09/1964,/09/1964,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0097
UEI-EM-DAT-FL-1964-0004,/09/1964,/09/1964,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1964-0101
UEI-EM-DAT-FL-1966-0001,/06/1966,/06/1966,NA,NA,"Manipur, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1966-0046
UEI-EM-DAT-FL-1967-0001,1967-09-05,1967-09-05,0,NA,"North, Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1967-0055
UEI-EM-DAT-FL-1968-0001,1968-06-12,1968-06-12,0,NA,Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0051
UEI-EM-DAT-FL-1968-0002,/07/1968,/07/1968,NA,Flash flood,"(1) Rajasthan, Gujarat - (2) North-East, West Bengal, Assam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0055
UEI-EM-DAT-FL-1968-0003,/08/1968,/08/1968,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0124
UEI-EM-DAT-FL-1968-0004,/10/1968,/10/1968,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1968-0127
UEI-EM-DAT-FL-1970-0001,/07/1970,/07/1970,NA,NA,"North-East, Western, North",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1970-0034
UEI-EM-DAT-FL-1970-0002,1970-09-02,1970-09-02,0,NA,"Gujarat, Orissa states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1970-0105
UEI-EM-DAT-FL-1971-0001,/06/1971,/06/1971,NA,NA,North,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EM-DAT,1971-0037
